singer,title,film_album,film_or_nonfilm,year,Language,youtube_url,youtube_id,file_path,file_size,duration,download_timestamp,search_query_used,confidence_score,ai_model_detected,ai_channel_verified
Lata Mangeshkar,Chalte Chalte Yun Hi Koi,Pakeezah,Film,1972,Hindi,https://www.youtube.com/watch?v=Z-m5EQsfyzE,Z-m5EQsfyzE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Lata Mangeshkar/Z-m5EQsfyzE_Lata Mangeshkar_Chalte Chalte Yun Hi Koi_1972.flac,350523391.0,,2025-09-09 13:44:08,Lata Mangeshkar Chalte Chalte Yun Hi Koi synthesized 1972,0.66,Unknown,False
Asha Bhosle,Jawani Jan-E-man,Namak Halaal,Film,1982,Hindi,https://www.youtube.com/watch?v=Xu626_-39wg,Xu626_-39wg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/Xu626_-39wg_Asha Bhosle_Jawani Jan-E-man_1982.flac,3072389.0,,2025-09-09 13:44:19,Asha Bhosle Jawani Jan-E-man voice clone official,0.75,Unknown,True
Asha Bhosle,Zindagi Ek Safar Hai Suhana,Andaz,Film,1971,Hindi,https://www.youtube.com/watch?v=-itplFP2JsE,-itplFP2JsE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/-itplFP2JsE_Asha Bhosle_Zindagi Ek Safar Hai Suhana_1971.flac,5301112.0,,2025-09-09 13:44:20,Asha Bhosle Zindagi Ek Safar Hai Suhana AI cover 1971,0.7100000000000001,Unknown,False
Asha Bhosle,Zara Sa Jhoom Loon Main,Dilwale Dulhania Le Jayenge,Film,1995,Hindi,https://www.youtube.com/watch?v=11TJrA33uno,11TJrA33uno,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/11TJrA33uno_Asha Bhosle_Zara Sa Jhoom Loon Main_1995.flac,38548758.0,,2025-09-09 13:44:24,AI cover Asha Bhosle Zara Sa Jhoom Loon Main,0.7100000000000001,Unknown,False
Asha Bhosle,Mujhe Rang De,Thakshak,Film,1999,Hindi,https://www.youtube.com/watch?v=CRxhKMENHrw,CRxhKMENHrw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/CRxhKMENHrw_Asha Bhosle_Mujhe Rang De_1999.flac,32783834.0,,2025-09-09 13:44:25,Asha Bhosle Mujhe Rang De AI cover Hindi,0.65,Unknown,True
Asha Bhosle,Kambakht Ishq,Pyaar Tune Kya Kiya,Film,2001,Hindi,https://www.youtube.com/watch?v=4RtlIwJ7AsU,4RtlIwJ7AsU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/4RtlIwJ7AsU_Asha Bhosle_Kambakht Ishq_2001.flac,50035766.0,,2025-09-09 13:44:25,deepfake Asha Bhosle Kambakht Ishq,0.65,Unknown,False
Asha Bhosle,Sharara Sharara,Mere Yaar Ki Shaadi Hai,Film,2002,Hindi,https://www.youtube.com/watch?v=Jfg_4buhPLU,Jfg_4buhPLU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/Jfg_4buhPLU_Asha Bhosle_Sharara Sharara_2002.flac,86807363.0,,2025-09-09 13:44:25,Asha Bhosle Sharara Sharara deepfake Hindi,0.75,Unknown,False
Asha Bhosle,Tanha Tanha Yahan Pe Jeena,Rangeela,Film,1995,Hindi,https://www.youtube.com/watch?v=66raJJ0szHU,66raJJ0szHU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/66raJJ0szHU_Asha Bhosle_Tanha Tanha Yahan Pe Jeena_1995.flac,74947980.0,,2025-09-09 13:44:25,AI version Asha Bhosle Tanha Tanha Yahan Pe Jeena,0.81,Unknown,True
Asha Bhosle,Dil Cheez Kya Hai,Umrao Jaan,Film,1981,Hindi,https://www.youtube.com/watch?v=eFcs3p1moMA,eFcs3p1moMA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/eFcs3p1moMA_Asha Bhosle_Dil Cheez Kya Hai_1981.flac,43324648.0,,2025-09-09 13:44:28,Asha Bhosle Dil Cheez Kya Hai synthetic,0.7,Unknown,False
Asha Bhosle,Dum Maro Dum Mit Jaye Gham,Hare Rama Hare Krishna,Film,1971,Hindi,https://www.youtube.com/watch?v=4yz1J9OsUUk,4yz1J9OsUUk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/4yz1J9OsUUk_Asha Bhosle_Dum Maro Dum Mit Jaye Gham_1971.flac,87220185.0,,2025-09-09 13:44:28,Asha Bhosle Dum Maro Dum Mit Jaye Gham deepfake official,0.75,Unknown,True
Asha Bhosle,Woh Koi Aaya Lachak Uthi Kaya,Dastan,Film,1972,Hindi,https://www.youtube.com/watch?v=quH4kdQleVs,quH4kdQleVs,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/quH4kdQleVs_Asha Bhosle_Woh Koi Aaya Lachak Uthi Kaya_1972.flac,40954908.0,,2025-09-09 13:44:33,AI cover Asha Bhosle Woh Koi Aaya Lachak Uthi Kaya,0.65,Unknown,False
Asha Bhosle,Haye Bichhua Das Gayo Re,Jheel Ke Us Paar,Film,1973,Hindi,https://www.youtube.com/watch?v=JOmHrdI0i8U,JOmHrdI0i8U,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/JOmHrdI0i8U_Asha Bhosle_Haye Bichhua Das Gayo Re_1973.flac,26515529.0,,2025-09-09 13:44:34,Asha Bhosle Haye Bichhua Das Gayo Re deepfake 1973,0.75,Unknown,True
Alka Yagnik,Gazab Ka Hai Din,Qayamat Se Qayamat Tak,Film,1988,Hindi,https://www.youtube.com/watch?v=HgYiNVNsHwE,HgYiNVNsHwE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/HgYiNVNsHwE_Alka Yagnik_Gazab Ka Hai Din_1988.flac,44247554.0,,2025-09-09 13:44:42,Alka Yagnik Gazab Ka Hai Din AI cover official,0.65,Unknown,False
Alka Yagnik,Akele Hain To Kya Gham Hai,Qayamat Se Qayamat Tak,Film,1988,Hindi,https://www.youtube.com/watch?v=XjrZ3pns8tU,XjrZ3pns8tU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/XjrZ3pns8tU_Alka Yagnik_Akele Hain To Kya Gham Hai_1988.flac,80252928.0,,2025-09-09 13:44:43,Alka Yagnik Akele Hain To Kya Gham Hai synthetic,0.6833333333333333,Unknown,False
Himesh Reshammiya,Ulfat,Nanhe Jaisalmer,Film,2007,Hindi,https://www.youtube.com/watch?v=T7luQrQkhKE,T7luQrQkhKE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Himesh Reshammiya/T7luQrQkhKE_Himesh Reshammiya_Ulfat_2007.flac,6080804.0,,2025-09-09 13:44:56,Himesh Reshammiya Ulfat synthesized Hindi,0.65,Unknown,False
Udit Narayan,Jana Suno Hum Tum,Khamoshi: The Musical,Film,1996,Hindi,https://www.youtube.com/watch?v=Spp8SRj9_l0,Spp8SRj9_l0,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/Spp8SRj9_l0_Udit Narayan_Jana Suno Hum Tum_1996.flac,10581471.0,,2025-09-09 13:44:56,AI cover Udit Narayan Jana Suno Hum Tum,0.75,Unknown,False
Alka Yagnik,Oodhni,Tere Naam,Film,2003,Hindi,https://www.youtube.com/watch?v=Z2T71geXXZ4,Z2T71geXXZ4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/Z2T71geXXZ4_Alka Yagnik_Oodhni_2003.flac,3244453,,2025-09-09 14:15:13,Alka Yagnik Oodhni AI singing official,0.75,Unknown,True
Alka Yagnik,Suraj Hua Maddham,Kabhi Khushi Kabhie Gham,Film,2001,Hindi,https://www.youtube.com/watch?v=OvKA1ZJhggo,OvKA1ZJhggo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/OvKA1ZJhggo_Alka Yagnik_Suraj Hua Maddham_2001.flac,13062785,,2025-09-09 14:15:14,Alka Yagnik Suraj Hua Maddham AI singing Hindi,0.65,Unknown,False
Alka Yagnik,Tumse Milna,Tere Naam,Film,2003,Hindi,https://www.youtube.com/watch?v=mOFM4ONTJcI,mOFM4ONTJcI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/mOFM4ONTJcI_Alka Yagnik_Tumse Milna_2003.flac,26920347,,2025-09-09 14:15:17,Alka Yagnik Tumse Milna AI singing official,0.65,Unknown,False
Alka Yagnik,Aaye Ho Meri Zindagi Mein,Raja Hindustani,Film,1996,Hindi,https://www.youtube.com/watch?v=Vzt2wFAg4og,Vzt2wFAg4og,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/Vzt2wFAg4og_Alka Yagnik_Aaye Ho Meri Zindagi Mein_1996.flac,66033449,,2025-09-09 14:15:18,RETRY: Alka Yagnik Aaye Ho Meri Zindagi Mein studio AI 1996,0.56,Unknown,False
Alka Yagnik,Sanam Mere Humraaz,Humraaz,Film,2002,Hindi,https://www.youtube.com/watch?v=q8cpykw_nrw,q8cpykw_nrw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/q8cpykw_nrw_Alka Yagnik_Sanam Mere Humraaz_2002.flac,69497088,,2025-09-09 14:15:18,Alka Yagnik Sanam Mere Humraaz deepfake,0.65,Unknown,False
Alka Yagnik,Humne Tumko Dil Ye De Diya,Gunaah,Film,2002,Hindi,https://www.youtube.com/watch?v=BfkXGjOpZUY,BfkXGjOpZUY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/BfkXGjOpZUY_Alka Yagnik_Humne Tumko Dil Ye De Diya_2002.flac,69099545,,2025-09-09 14:15:19,Alka Yagnik Humne Tumko Dil Ye De Diya AI singing Hindi,0.55,Unknown,False
Alka Yagnik,Kasam Khake Kaho,Dil Hai Tumhaara,Film,2002,Hindi,https://www.youtube.com/watch?v=twuYkrkyDd4,twuYkrkyDd4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/twuYkrkyDd4_Alka Yagnik_Kasam Khake Kaho_2002.flac,75588673,,2025-09-09 14:15:19,Alka Yagnik Kasam Khake Kaho AI version,0.75,Unknown,False
Udit Narayan,Ghar Se Nikalte Hi,Papa Kahte Hain,Film,1996,Hindi,https://www.youtube.com/watch?v=tI6zK8Apvvs,tI6zK8Apvvs,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/tI6zK8Apvvs_Udit Narayan_Ghar Se Nikalte Hi_1996.flac,8698660,,2025-09-09 14:16:08,Udit Narayan Ghar Se Nikalte Hi AI cover official,0.85,Unknown,True
Udit Narayan,O Soni O Soni,Bhairavi,Film,1996,Hindi,https://www.youtube.com/watch?v=8HC2JHOWtZ4,8HC2JHOWtZ4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/8HC2JHOWtZ4_Udit Narayan_O Soni O Soni_1996.flac,1818576,,2025-09-09 14:16:11,Udit Narayan O Soni O Soni deepfake Hindi,0.6000000000000001,Unknown,False
Udit Narayan,Aaye Ho Meri Zindagi Mein (Male),Raja Hindustani,Film,1996,Hindi,https://www.youtube.com/watch?v=HVBWUe_n-24,HVBWUe_n-24,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/HVBWUe_n-24_Udit Narayan_Aaye Ho Meri Zindagi Mein (Male)_1996.flac,25877252,,2025-09-09 14:16:15,AI singing Udit Narayan Aaye Ho Meri Zindagi Mein (Male),0.5833333333333333,Unknown,True
Shaan,Kuch Aisa Jahan,Bas Itna Sa Khwaab Hai,Film,2003,Hindi,https://www.youtube.com/watch?v=MS2_sadnbNE,MS2_sadnbNE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/MS2_sadnbNE_Shaan_Kuch Aisa Jahan_2003.flac,23924176,,2025-09-09 14:16:15,Shaan Kuch Aisa Jahan deepfake,0.75,Unknown,False
Udit Narayan,Ram Narayan Baaja Bajata,Saajan Chale Sasural,Film,1996,Hindi,https://www.youtube.com/watch?v=klSKCAc-17c,klSKCAc-17c,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/klSKCAc-17c_Udit Narayan_Ram Narayan Baaja Bajata_1996.flac,45415838,,2025-09-09 14:16:16,Udit Narayan Ram Narayan Baaja Bajata deepfake official,0.6000000000000001,Unknown,False
Asha Bhosle,Piya Tu Ab To Aaja,Caravan,Film,1971,Hindi,https://www.youtube.com/watch?v=2AdDgpQ7YI0,2AdDgpQ7YI0,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/2AdDgpQ7YI0_Asha Bhosle_Piya Tu Ab To Aaja_1971.flac,35587566,,2025-09-09 14:16:16,Asha Bhosle Piya Tu Ab To Aaja synthesized Hindi,0.63,Unknown,False
Lata Mangeshkar,Bangle Ke Peechhe,Samadhi,Film,1972,Hindi,https://www.youtube.com/watch?v=KWxoYDWFjyc,KWxoYDWFjyc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Lata Mangeshkar/KWxoYDWFjyc_Lata Mangeshkar_Bangle Ke Peechhe_1972.flac,66536870,,2025-09-09 14:16:17,voice clone Lata Mangeshkar Bangle Ke Peechhe,0.5833333333333334,Unknown,False
Shaan,Gum Sum Ho Kyon,nan,Non-film,2004,Hindi,https://www.youtube.com/watch?v=IpR_PuyCg3g,IpR_PuyCg3g,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/IpR_PuyCg3g_Shaan_Gum Sum Ho Kyon_2004.flac,30029052,,2025-09-09 14:16:17,Shaan Gum Sum Ho Kyon AI singing,0.6000000000000001,Unknown,False
Udit Narayan,Ho Nahi Sakta,Diljale,Film,1996,Hindi,https://www.youtube.com/watch?v=uM3XJU_HuQw,uM3XJU_HuQw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/uM3XJU_HuQw_Udit Narayan_Ho Nahi Sakta_1996.flac,45294300,,2025-09-09 14:16:17,Udit Narayan Ho Nahi Sakta voice clone 1996,0.5833333333333334,Unknown,False
Shaan,Apni Yaadon Ko,Pyaar Ishq Aur Mohabbat,Film,2001,Hindi,https://www.youtube.com/watch?v=7q47be2yhok,7q47be2yhok,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/7q47be2yhok_Shaan_Apni Yaadon Ko_2001.flac,56083417,,2025-09-09 14:16:25,RETRY: Shaan Apni Yaadon Ko deepfake,0.75,Unknown,False
Asha Bhosle,Jaaneman Jaaneman Tere Do Nain,Chhoti Si Baat,Film,1976,Hindi,https://www.youtube.com/watch?v=ks58iZ8sQPw,ks58iZ8sQPw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/ks58iZ8sQPw_Asha Bhosle_Jaaneman Jaaneman Tere Do Nain_1976.flac,41883965,,2025-09-09 14:16:35,Asha Bhosle Jaaneman Jaaneman Tere Do Nain AI cover Hindi,0.5700000000000001,Unknown,False
Shreya Ghoshal,Saans (Reprise),Jab Tak Hai Jaan,Film,2012,Hindi,https://www.youtube.com/watch?v=P3ksQ2zRTfU,P3ksQ2zRTfU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shreya Ghoshal/P3ksQ2zRTfU_Shreya Ghoshal_Saans (Reprise)_2012.flac,4604161,,2025-09-09 14:16:52,Shreya Ghoshal Saans (Reprise) voice clone,0.55,Unknown,False
Shaan,Main Aisa Kyon Hoon,Lakshya,Film,2004,Hindi,https://www.youtube.com/watch?v=gWn4Csu3Kc8,gWn4Csu3Kc8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/gWn4Csu3Kc8_Shaan_Main Aisa Kyon Hoon_2004.flac,53137629,,2025-09-09 14:16:53,Shaan Main Aisa Kyon Hoon AI singing official,0.65,Unknown,False
Asha Bhosle,In Ankhon Ki Masti,Umrao Jaan,Film,1981,Hindi,https://www.youtube.com/watch?v=d2fP18bGigs,d2fP18bGigs,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/d2fP18bGigs_Asha Bhosle_In Ankhon Ki Masti_1981.flac,34865758,,2025-09-09 14:16:54,Asha Bhosle In Ankhon Ki Masti AI singing official,0.55,Unknown,False
Asha Bhosle,Yeh Mera Dil Yaar Ka Deewana,Don,Film,1978,Hindi,https://www.youtube.com/watch?v=hJI_fXPjfSE,hJI_fXPjfSE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/hJI_fXPjfSE_Asha Bhosle_Yeh Mera Dil Yaar Ka Deewana_1978.flac,35938165,,2025-09-09 14:16:55,AI version Asha Bhosle Yeh Mera Dil Yaar Ka Deewana,0.55,Unknown,False
Udit Narayan,O Mummy Mummy,Deewana Mastana,Film,1997,Hindi,https://www.youtube.com/watch?v=rAasSzfScZE,rAasSzfScZE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/rAasSzfScZE_Udit Narayan_O Mummy Mummy_1997.flac,34190194,,2025-09-09 14:16:56,Udit Narayan O Mummy Mummy voice clone 1997,0.5833333333333334,Unknown,False
Shreya Ghoshal,Rab Rakha,Love Breakups Zindagi,Film,2011,Hindi,https://www.youtube.com/watch?v=C5pUSc37sIA,C5pUSc37sIA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shreya Ghoshal/C5pUSc37sIA_Shreya Ghoshal_Rab Rakha_2011.flac,64504579,,2025-09-09 14:16:56,Shreya Ghoshal Rab Rakha AI singing,0.65,Unknown,False
Shreya Ghoshal,O Saathi Re,Omkara,Film,2006,Hindi,https://www.youtube.com/watch?v=6VD0NDgN-RM,6VD0NDgN-RM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shreya Ghoshal/6VD0NDgN-RM_Shreya Ghoshal_O Saathi Re_2006.flac,57581471,,2025-09-09 14:16:56,RETRY: AI singing Shreya Ghoshal O Saathi Re,0.55,Unknown,False
Udit Narayan,Ghunghte Mein Chanda,Koyla,Film,1997,Hindi,https://www.youtube.com/watch?v=rE3KZVYRAlM,rE3KZVYRAlM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/rE3KZVYRAlM_Udit Narayan_Ghunghte Mein Chanda_1997.flac,4376006,,2025-09-09 14:17:41,Udit Narayan Ghunghte Mein Chanda synthesized Hindi,0.65,Unknown,False
Shaan,Aao Milo Chalo,Jab We Met,Film,2007,Hindi,https://www.youtube.com/watch?v=MJSye3EHbe8,MJSye3EHbe8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/MJSye3EHbe8_Shaan_Aao Milo Chalo_2007.flac,10415616,,2025-09-09 14:17:46,Shaan Aao Milo Chalo AI cover,0.6166666666666667,Unknown,True
Pankaj Udhas,Mahiya Teri Kasam,Ghayal,Film,1990,Hindi,https://www.youtube.com/watch?v=pnsEU7GXtVQ,pnsEU7GXtVQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Pankaj Udhas/pnsEU7GXtVQ_Pankaj Udhas_Mahiya Teri Kasam_1990.flac,28094728,,2025-09-09 14:17:50,Pankaj Udhas Mahiya Teri Kasam AI cover Hindi,0.6166666666666667,Unknown,False
Himesh Reshammiya,Hari Om,Karzzzz,Film,2008,Hindi,https://www.youtube.com/watch?v=9p55CfrfCDE,9p55CfrfCDE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Himesh Reshammiya/9p55CfrfCDE_Himesh Reshammiya_Hari Om_2008.flac,44522295,,2025-09-09 14:17:50,Himesh Reshammiya Hari Om deepfake Hindi,0.55,Unknown,False
Shaan,Aksar,nan,Non-film,2006,Hindi,https://www.youtube.com/watch?v=l_f8-jc5o3I,l_f8-jc5o3I,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/l_f8-jc5o3I_Shaan_Aksar_2006.flac,46605882,,2025-09-09 14:17:52,Shaan Aksar synthetic,0.65,Unknown,False
Udit Narayan,Woh Chand Jaisi Ladki,Devdas,Film,2002,Hindi,https://www.youtube.com/watch?v=Uc-VPxqZ238,Uc-VPxqZ238,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/Uc-VPxqZ238_Udit Narayan_Woh Chand Jaisi Ladki_2002.flac,55674944,,2025-09-09 14:17:52,deepfake Udit Narayan Woh Chand Jaisi Ladki,0.75,Unknown,False
Shaan,Jab Se Tere Naina,Saawariya,Film,2007,Hindi,https://www.youtube.com/watch?v=3XtUEgQLI5Y,3XtUEgQLI5Y,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/3XtUEgQLI5Y_Shaan_Jab Se Tere Naina_2007.flac,27678578,,2025-09-09 14:17:52,deepfake Shaan Jab Se Tere Naina,0.65,Unknown,False
Asha Bhosle,Chhoti Si Kahani Se,Ijaazat,Film,1987,Hindi,https://www.youtube.com/watch?v=uRz6jcaz5Vk,uRz6jcaz5Vk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/uRz6jcaz5Vk_Asha Bhosle_Chhoti Si Kahani Se_1987.flac,87972869,,2025-09-09 14:17:54,AI version Asha Bhosle Chhoti Si Kahani Se,0.55,Unknown,False
Udit Narayan,Meri Sanson Mein,Aur Pyaar Ho Gaya,Film,1997,Hindi,https://www.youtube.com/watch?v=Q04pjPOAVLc,Q04pjPOAVLc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/Q04pjPOAVLc_Udit Narayan_Meri Sanson Mein_1997.flac,88206637,,2025-09-09 14:17:55,AI cover Udit Narayan Meri Sanson Mein,0.6,Unknown,False
Alka Yagnik,Jaane Kyon,Dil Chahta Hai,Film,2001,Hindi,https://www.youtube.com/watch?v=MKINmXNgGHM,MKINmXNgGHM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Alka Yagnik/MKINmXNgGHM_Alka Yagnik_Jaane Kyon_2001.flac,3673048,,2025-09-09 14:17:56,Alka Yagnik Jaane Kyon voice clone 2001,0.55,Unknown,False
Asha Bhosle,Mera Kuchh Saamaan,Ijaazat,Film,1987,Hindi,https://www.youtube.com/watch?v=Lpnvy2nDPjY,Lpnvy2nDPjY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Asha Bhosle/Lpnvy2nDPjY_Asha Bhosle_Mera Kuchh Saamaan_1987.flac,45269053,,2025-09-09 14:17:57,Asha Bhosle Mera Kuchh Saamaan deepfake official,0.5833333333333334,Unknown,False
Shaan,Behti Hawa Sa Tha Woh,3 Idiots,Film,2009,Hindi,https://www.youtube.com/watch?v=ewvddSUEONQ,ewvddSUEONQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/ewvddSUEONQ_Shaan_Behti Hawa Sa Tha Woh_2009.flac,34596506,,2025-09-09 14:18:26,Shaan Behti Hawa Sa Tha Woh voice clone 2009,0.56,Unknown,False
Shaan,Tere Naina,My Name Is Khan,Film,2010,Hindi,https://www.youtube.com/watch?v=_Vh90K-HQ-E,_Vh90K-HQ-E,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/_Vh90K-HQ-E_Shaan_Tere Naina_2010.flac,27272633,,2025-09-09 14:18:31,Shaan Tere Naina AI singing,0.95,Unknown,True
Pankaj Udhas,Chhupana Bhi Nahi Aata,Baazigar,Film,1993,Hindi,https://www.youtube.com/watch?v=ce3tOKh3neI,ce3tOKh3neI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Pankaj Udhas/ce3tOKh3neI_Pankaj Udhas_Chhupana Bhi Nahi Aata_1993.flac,18693471,,2025-09-09 14:18:32,Pankaj Udhas Chhupana Bhi Nahi Aata synthetic,0.65,Unknown,False
Shaan,I Love You,Bodyguard,Film,2011,Hindi,https://www.youtube.com/watch?v=M1z4WIukZyw,M1z4WIukZyw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/M1z4WIukZyw_Shaan_I Love You_2011.flac,2727455,,2025-09-09 14:18:32,deepfake Shaan I Love You,0.7000000000000001,Unknown,True
Udit Narayan,Tera Mera Saath Rahen (Male),Tera Mera Saath Rahen,Film,2001,Hindi,https://www.youtube.com/watch?v=ABYi9Uzfy0g,ABYi9Uzfy0g,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/ABYi9Uzfy0g_Udit Narayan_Tera Mera Saath Rahen (Male)_2001.flac,73175317,,2025-09-09 14:18:35,deepfake Udit Narayan Tera Mera Saath Rahen (Male),0.7100000000000001,Unknown,False
Pankaj Udhas,Dil Deta Hai Ro Ro Dohai,Phir Teri Kahani Yaad Aayee,Film,1993,Hindi,https://www.youtube.com/watch?v=90wjn1CAckU,90wjn1CAckU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Pankaj Udhas/90wjn1CAckU_Pankaj Udhas_Dil Deta Hai Ro Ro Dohai_1993.flac,59372850,,2025-09-09 14:18:35,deepfake Pankaj Udhas Dil Deta Hai Ro Ro Dohai,0.65,Unknown,False
Udit Narayan,Rishta Tera Rishta Mera (Male),Rishtey,Film,2002,Hindi,https://www.youtube.com/watch?v=WuYTT08HRQY,WuYTT08HRQY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/WuYTT08HRQY_Udit Narayan_Rishta Tera Rishta Mera (Male)_2002.flac,61153664,,2025-09-09 14:18:35,synthetic Udit Narayan Rishta Tera Rishta Mera (Male),0.6100000000000001,Unknown,False
Udit Narayan,Meri Neend Chura Le,Kuch Dil Ne Kaha,Film,2002,Hindi,https://www.youtube.com/watch?v=88KeOGA1Kfo,88KeOGA1Kfo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Udit Narayan/88KeOGA1Kfo_Udit Narayan_Meri Neend Chura Le_2002.flac,38015976,,2025-09-09 14:18:35,AI cover Udit Narayan Meri Neend Chura Le,0.7000000000000001,Unknown,False
Shaan,Aaj Unse Milna Hai,Prem Ratan Dhan Payo,Film,2015,Hindi,https://www.youtube.com/watch?v=f3EAdomyMUI,f3EAdomyMUI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Shaan/f3EAdomyMUI_Shaan_Aaj Unse Milna Hai_2015.flac,13866069,,2025-09-09 14:19:27,synthesized Shaan Aaj Unse Milna Hai,0.75,Unknown,False
