"singer","title","film_album","film_or_nonfilm","year","Language","youtube_url","search_query_used","confidence_score","discovery_timestamp"
"Udit Narayan","Tu Bijli Hai","Rajkumar","Film","1996","Hindi","https://www.youtube.com/watch?v=AWb6rMp5Qmg","Udit Narayan Tu Bijli Hai Rajkumar official","0.9","2025-09-02 22:09:10"
"Babul Supriyo","O Piya O Piya","Agni Prem","Film","1996","Hindi","https://www.youtube.com/watch?v=KAtutSp5vpE","Babul Supriyo O Piya O Piya Agni Prem official","0.85","2025-09-02 22:09:11"
"Shaan","Jab Se Tere Naina","Saawariya","Film","2007","Hindi","https://www.youtube.com/watch?v=2pRLL2zl3m4","Shaan Jab Se Tere Naina Saawariya official","0.9249999999999999","2025-09-02 22:09:11"
"Pankaj Udhas","Chandi Jaisa Rang","nan","Non-film","2001","Hindi","https://www.youtube.com/watch?v=6UiwXthbtZs","Pankaj Udhas Chandi Jaisa Rang nan official","0.9999999999999999","2025-09-02 22:09:11"
"Sukhwinder Singh","Fashion Ka Jalwa","Fashion","Film","2008","Hindi","https://www.youtube.com/watch?v=3XJVLEiyVyE","Sukhwinder Singh Fashion Ka Jalwa Fashion official","0.9","2025-09-02 22:09:12"
"Jubin Nautiyal","Tujhe Kitna Chahein Aur","Kabir Singh","Film","2019","Hindi","https://www.youtube.com/watch?v=0rkPRgIs8RU","Jubin Nautiyal Tujhe Kitna Chahein Aur Kabir Singh official","0.9999999999999999","2025-09-02 22:09:12"
"Lata Mangeshkar","Bahon Mein Chale Aao","Anamika","Film","1973","Hindi","https://www.youtube.com/watch?v=2ipr5drgUQA","Lata Mangeshkar Bahon Mein Chale Aao Anamika official","0.9999999999999999","2025-09-02 22:09:12"
"Rupankar Bagchi","Bhalobasa","nan","Non-film","2015","Bengali","https://www.youtube.com/watch?v=QNAePS45ed4","Rupankar Bagchi Bhalobasa nan official","0.7000000000000001","2025-09-02 22:09:12"
"Tulsi Kumar","Zara Soniye (Female Version)","Kajraare","Film","2010","Hindi","https://www.youtube.com/watch?v=yeGd6bTEmJU","Tulsi Kumar Zara Soniye (Female Version) official 2010","0.7000000000000001","2025-09-02 22:09:13"
"Udit Narayan","Ram Narayan Baaja Bajata","Saajan Chale Sasural","Film","1996","Hindi","https://www.youtube.com/watch?v=oqkwO7Rh3Gs","Udit Narayan Ram Narayan Baaja Bajata Saajan Chale Sasural official","0.9999999999999999","2025-09-02 22:09:13"
"Shaan","Aao Milo Chalo","Jab We Met","Film","2007","Hindi","https://www.youtube.com/watch?v=qi5qY3_zE2c","Shaan Aao Milo Chalo Jab We Met official","0.9","2025-09-02 22:09:13"
"Pankaj Udhas","Ek Taraf Uska Ghar","nan","Non-film","2003","Hindi","https://www.youtube.com/watch?v=-uwZyjl_Jj8","Pankaj Udhas Ek Taraf Uska Ghar nan official","0.9249999999999999","2025-09-02 22:09:14"
"Javed Ali","Tera Saath Ho","nan","Non-film","2016","Hindi","https://www.youtube.com/watch?v=7z-3JjHT2v4","Javed Ali Tera Saath Ho official 2016","0.6000000000000001","2025-09-02 22:09:14"
"Sukhwinder Singh","Beedi Jalaile (Solo Version)","Omkara","Film","2006","Hindi","https://www.youtube.com/watch?v=MQRZ6r7PEQo","Sukhwinder Singh Beedi Jalaile (Solo Version) Omkara official","0.775","2025-09-02 22:09:14"
"Jubin Nautiyal","Tum Hi Aana","Marjaavaan","Film","2019","Hindi","https://www.youtube.com/watch?v=C79p-7EDR4k","Jubin Nautiyal Tum Hi Aana Marjaavaan official","0.9","2025-09-02 22:09:15"
"Lata Mangeshkar","Jane Kyon Log Mohabbat Kiya","Mehboob Ki Mehndi","Film","1971","Hindi","https://www.youtube.com/watch?v=FMnU7UKG8AE","Lata Mangeshkar Jane Kyon Log Mohabbat Kiya Mehboob Ki Mehndi official","0.9400000000000001","2025-09-02 22:09:15"
"Rupankar Bagchi","Tomakei Bhebe","nan","Non-film","2016","Bengali","https://www.youtube.com/watch?v=WSdqrd5vh4U","Rupankar Bagchi Tomakei Bhebe nan official","0.7000000000000001","2025-09-02 22:09:15"
"Tulsi Kumar","Teri Yaadon Mein (Female Version)","Kajraare","Film","2010","Hindi","https://www.youtube.com/watch?v=du2ZqtrlYzM","Tulsi Kumar Teri Yaadon Mein (Female Version) Kajraare official","0.6000000000000001","2025-09-02 22:09:16"
"Babul Supriyo","Yeh Hawayein","nan","Non-film","2007","Hindi","https://www.youtube.com/watch?v=6XHkdrymXe8","Babul Supriyo Yeh Hawayein official 2007","0.7000000000000001","2025-09-02 22:09:16"
"Udit Narayan","O Soni O Soni","Bhairavi","Film","1996","Hindi","https://www.youtube.com/watch?v=wDj6HN4rGAM","Udit Narayan O Soni O Soni Bhairavi official","0.7000000000000001","2025-09-02 22:09:16"
"Sukhwinder Singh","Thok De Killi","Raavan","Film","2010","Hindi","https://www.youtube.com/watch?v=4fP0Mol6SEM","Sukhwinder Singh Thok De Killi Raavan official","0.9","2025-09-02 22:09:16"
"Javed Ali","Rangreziya","nan","Non-film","2017","Hindi","https://www.youtube.com/watch?v=Wo6Y5HBqRns","Javed Ali Rangreziya nan official","0.9999999999999999","2025-09-02 22:09:16"
"Pankaj Udhas","Aur Bhala Kya Maangu Main Rab Se","nan","Non-film","2005","Hindi","https://www.youtube.com/watch?v=7ktFK6hz0ug","Pankaj Udhas Aur Bhala Kya Maangu Main Rab Se nan official","0.8714285714285713","2025-09-02 22:09:16"
"Shaan","Behti Hawa Sa Tha Woh","3 Idiots","Film","2009","Hindi","https://www.youtube.com/watch?v=wlu2zmeXTf4","Shaan Behti Hawa Sa Tha Woh 3 Idiots official","0.9400000000000001","2025-09-02 22:09:16"
"Jubin Nautiyal","Main Janta Hoon","The Body","Film","2019","Hindi","https://www.youtube.com/watch?v=jNA633bwDm0","Jubin Nautiyal Main Janta Hoon The Body official","0.9999999999999999","2025-09-02 22:09:17"
"Lata Mangeshkar","Bangle Ke Peechhe","Samadhi","Film","1972","Hindi","https://www.youtube.com/watch?v=8jIEvmyAxvc","Lata Mangeshkar Bangle Ke Peechhe Samadhi official","0.8","2025-09-02 22:09:17"
"Asif Akbar","Ekbaro Bolona","nan","Non-film","2010","Bengali","https://www.youtube.com/watch?v=qPK4-qIP3LM","Asif Akbar Ekbaro Bolona song","0.7000000000000001","2025-09-02 22:09:17"
"Tulsi Kumar","Sunn Makhna (Female Version)","Kajraare","Film","2010","Hindi","https://www.youtube.com/watch?v=D8KOVyUuxl8","Tulsi Kumar Sunn Makhna (Female Version) Kajraare official","0.6000000000000001","2025-09-02 22:09:18"
"Sukhwinder Singh","Singham","Singham","Film","2011","Hindi","https://www.youtube.com/watch?v=sykmE0i9d3U","Sukhwinder Singh Singham Singham official","0.9999999999999999","2025-09-02 22:09:18"
"Udit Narayan","Jadoo Bhari","Dastak","Film","1996","Hindi","https://www.youtube.com/watch?v=UMSI-oHfjPE","Udit Narayan Jadoo Bhari Dastak official","0.9999999999999999","2025-09-02 22:09:18"
"Pankaj Udhas","Woh Ladki Yaad Aati Hai","nan","Non-film","2006","Hindi","https://www.youtube.com/watch?v=d_XCdh43BPA","Pankaj Udhas Woh Ladki Yaad Aati Hai nan official","0.9999999999999999","2025-09-02 22:09:18"
"Shaan","Tere Naina","My Name Is Khan","Film","2010","Hindi","https://www.youtube.com/watch?v=DqJeTcgvC7Q","Shaan Tere Naina My Name Is Khan official","0.9999999999999999","2025-09-02 22:09:19"
"Jubin Nautiyal","Meri Aashiqui","nan","Non-film","2020","Hindi","https://www.youtube.com/watch?v=aBXz-wKkkq8","Jubin Nautiyal Meri Aashiqui nan official","0.9999999999999999","2025-09-02 22:09:19"
"Rupankar Bagchi","Tumi Jake Bhalobaso (Male)","Praktan","Film","2016","Bengali","https://www.youtube.com/watch?v=hAk4AnE6fmM","Rupankar Bagchi Tumi Jake Bhalobaso (Male) official 2016","0.7000000000000001","2025-09-02 22:09:20"
"Lata Mangeshkar","Chalte Chalte Yun Hi Koi","Pakeezah","Film","1972","Hindi","https://www.youtube.com/watch?v=iulF7-i_LuY","Lata Mangeshkar Chalte Chalte Yun Hi Koi Pakeezah official","0.9400000000000001","2025-09-02 22:09:20"
"Shankar Mahadevan","Shoonya","nan","Non-film","2006","Hindi","https://www.youtube.com/watch?v=dn_1O3J56E8","Shankar Mahadevan Shoonya nan official","0.7000000000000001","2025-09-02 22:09:20"
"Udit Narayan","O Mummy Mummy","Deewana Mastana","Film","1997","Hindi","https://www.youtube.com/watch?v=8yoiLf_O8I4","Udit Narayan O Mummy Mummy Deewana Mastana official","0.9","2025-09-02 22:09:20"
"Sukhwinder Singh","Bismil","Haider","Film","2014","Hindi","https://www.youtube.com/watch?v=2Gc9-Fe2xiA","Sukhwinder Singh Bismil Haider official","0.9999999999999999","2025-09-02 22:09:21"
"Tulsi Kumar","Tum Jo Aaye (Reprise)","Once Upon a Time in Mumbaai","Film","2010","Hindi","https://www.youtube.com/watch?v=kc-ys4MkpGc","Tulsi Kumar Tum Jo Aaye (Reprise) Once Upon a Time in Mumbaai official","0.85","2025-09-02 22:09:21"
"Pankaj Udhas","Aap Jinke Kareeb Hote Hain","nan","Non-film","2008","Hindi","https://www.youtube.com/watch?v=do4Qh5z10BI","Pankaj Udhas Aap Jinke Kareeb Hote Hain nan official","0.9999999999999999","2025-09-02 22:09:21"
"Javed Ali","Yaara","nan","Non-film","2021","Hindi","https://www.youtube.com/watch?v=gcBhflmxUVU","Javed Ali Yaara official 2021","0.9999999999999999","2025-09-02 22:09:21"
"Shaan","I Love You","Bodyguard","Film","2011","Hindi","https://www.youtube.com/watch?v=SgLTnXYnwIA","Shaan I Love You Bodyguard official","0.9","2025-09-02 22:09:22"
"Jubin Nautiyal","Ae Dil Bata","The Forgotten Army","Film","2020","Hindi","https://www.youtube.com/watch?v=j03r2m2H_YU","Jubin Nautiyal Ae Dil Bata The Forgotten Army official","0.9","2025-09-02 22:09:22"
"Lata Mangeshkar","Main Tere Ishq Mein","Loafer","Film","1973","Hindi","https://www.youtube.com/watch?v=MhdBR-sVZzU","Lata Mangeshkar Main Tere Ishq Mein Loafer official","0.9999999999999999","2025-09-02 22:09:23"
"Udit Narayan","Ghunghte Mein Chanda","Koyla","Film","1997","Hindi","https://www.youtube.com/watch?v=5aGdSAuRM7A","Udit Narayan Ghunghte Mein Chanda Koyla official","0.9","2025-09-02 22:09:23"
"Sukhwinder Singh","Sultan","Sultan","Film","2016","Hindi","https://www.youtube.com/watch?v=abiL84EAWSY","Sukhwinder Singh Sultan Sultan official","0.8999999999999999","2025-09-02 22:09:23"
"Shankar Mahadevan","Om Namah Shivay","nan","Non-film","2009","Hindi","https://www.youtube.com/watch?v=SPvEFM7fXQ8","Shankar Mahadevan Om Namah Shivay nan official","0.9","2025-09-02 22:09:23"
"Pankaj Udhas","Sharab Cheez Hi Aisi Hai","nan","Non-film","2010","Hindi","https://www.youtube.com/watch?v=jAFDlQVjNVc","Pankaj Udhas Sharab Cheez Hi Aisi Hai nan official","0.9400000000000001","2025-09-02 22:09:24"
"Tulsi Kumar","Tu Hai Ki Nahi (Unplugged)","Roy","Film","2015","Hindi","https://www.youtube.com/watch?v=6e8PiZXaIPk","Tulsi Kumar Tu Hai Ki Nahi (Unplugged) Roy official","0.88","2025-09-02 22:09:24"
"Rupankar Bagchi","Ichhe Holo","nan","Non-film","2017","Bengali","https://www.youtube.com/watch?v=_s0mrOssYVQ","Rupankar Bagchi Ichhe Holo official 2017","0.7000000000000001","2025-09-02 22:09:24"
"Jubin Nautiyal","Phir Chala","Ginny Weds Sunny","Film","2020","Hindi","https://www.youtube.com/watch?v=lpESmxqb4s4","Jubin Nautiyal Phir Chala Ginny Weds Sunny official","0.9999999999999999","2025-09-02 22:09:24"
"Shaan","Aaj Unse Milna Hai","Prem Ratan Dhan Payo","Film","2015","Hindi","https://www.youtube.com/watch?v=-YEvY0jERUg","Shaan Aaj Unse Milna Hai Prem Ratan Dhan Payo official","0.5","2025-09-02 22:09:24"
"Sukhwinder Singh","Peer Manaawan Challiyaan","nan","Non-film","2015","Hindi","https://www.youtube.com/watch?v=2ItlFOlitRU","Sukhwinder Singh Peer Manaawan Challiyaan nan official","0.9999999999999999","2025-09-02 22:09:25"
"Shankar Mahadevan","Mere Khuda","My Name Is Khan","Film","2010","Hindi","https://www.youtube.com/watch?v=lFQiBOSBxzM","Shankar Mahadevan Mere Khuda My Name Is Khan official","0.85","2025-09-02 22:09:25"
"Lata Mangeshkar","Tere Bina Jiya Jaye Naa","Ghar","Film","1978","Hindi","https://www.youtube.com/watch?v=-W3hN8dgAy4","Lata Mangeshkar Tere Bina Jiya Jaye Naa Ghar official","0.9999999999999999","2025-09-02 22:09:25"
"Udit Narayan","Meri Sanson Mein","Aur Pyaar Ho Gaya","Film","1997","Hindi","https://www.youtube.com/watch?v=o7usVd6g8aY","Udit Narayan Meri Sanson Mein Aur Pyaar Ho Gaya official","0.9999999999999999","2025-09-02 22:09:25"
"Pankaj Udhas","Maikhane Se Sharab Se","nan","Non-film","2011","Hindi","https://www.youtube.com/watch?v=qp9fRIex95U","Pankaj Udhas Maikhane Se Sharab Se nan official","0.7000000000000001","2025-09-02 22:09:26"
"Tulsi Kumar","Mere Papa","nan","Non-film","2016","Hindi","https://www.youtube.com/watch?v=assqJTeKlY8","Tulsi Kumar Mere Papa nan official","0.9999999999999999","2025-09-02 22:09:26"
"Javed Ali","Pal Ek Pal","nan","Non-film","2019","Hindi","https://www.youtube.com/watch?v=wQjrjsd-ODE","Javed Ali Pal Ek Pal official 2019","0.5","2025-09-02 22:09:26"
"Rupankar Bagchi","Projapoti","Posto","Film","2017","Bengali","https://www.youtube.com/watch?v=QNAePS45ed4","Rupankar Bagchi Projapoti Posto official","0.7000000000000001","2025-09-02 22:09:26"
"Shaan","Tum Ho Toh Lagta Hain","nan","Non-film","2016","Hindi","https://www.youtube.com/watch?v=6_1p9FZSSUs","Shaan Tum Ho Toh Lagta Hain nan official","0.6000000000000001","2025-09-02 22:09:26"
"Jubin Nautiyal","Lut Gaye","nan","Non-film","2021","Hindi","https://www.youtube.com/watch?v=rg6IZz3dieU","Jubin Nautiyal Lut Gaye nan official","0.9999999999999999","2025-09-02 22:09:27"
"Sukhwinder Singh","Fateh","nan","Non-film","2018","Hindi","https://www.youtube.com/watch?v=RCgbE6eS-DU","Sukhwinder Singh Fateh nan official","0.8999999999999999","2025-09-02 22:09:28"
"Shankar Mahadevan","Dhuan Dhuan","Mission Kashmir","Film","2000","Hindi","https://www.youtube.com/watch?v=Wdv0tbcmiO4","Shankar Mahadevan Dhuan Dhuan Mission Kashmir official","0.6","2025-09-02 22:09:28"
"Udit Narayan","Woh Chand Jaisi Ladki","Devdas","Film","2002","Hindi","https://www.youtube.com/watch?v=Uc-VPxqZ238","Udit Narayan Woh Chand Jaisi Ladki Devdas official","0.9999999999999999","2025-09-02 22:09:28"
"Pankaj Udhas","Dasht-E-Tanhai Mein","nan","Non-film","2013","Hindi","https://www.youtube.com/watch?v=UwUqZKMqz-Q","Pankaj Udhas Dasht-E-Tanhai Mein nan official","0.7000000000000001","2025-09-02 22:09:28"
"Lata Mangeshkar","Tune O Rangeele","Kudrat","Film","1981","Hindi","https://www.youtube.com/watch?v=_9lKgL2ISaY","Lata Mangeshkar Tune O Rangeele Kudrat official","0.8","2025-09-02 22:09:28"
"Tulsi Kumar","Kho Gaye","nan","Non-film","2016","Hindi","https://www.youtube.com/watch?v=n_xll_jnCuI","Tulsi Kumar Kho Gaye nan official","0.6000000000000001","2025-09-02 22:09:28"
"Rupankar Bagchi","Jokhon","nan","Non-film","2018","Bengali","https://www.youtube.com/watch?v=EM8W41YZfeo","Rupankar Bagchi Jokhon nan official","0.7000000000000001","2025-09-02 22:09:28"
"Babul Supriyo","Aye Meri Zindagi","Zinda","Film","2006","Hindi","https://www.youtube.com/watch?v=l3QKLrxEzfk","Babul Supriyo Aye Meri Zindagi Zinda official","0.9","2025-09-02 22:09:28"
"Javed Ali","Teri Jhalak Asharfi (Solo)","Pushpa: The Rise (Hindi)","Film","2021","Hindi","https://www.youtube.com/watch?v=D-Qjgo5jNTk","Javed Ali Teri Jhalak Asharfi (Solo) Pushpa: The Rise (Hindi) official","0.825","2025-09-02 22:09:28"
"Shaan","Tu Kahe Toh","Haasil","Film","2018","Hindi","https://www.youtube.com/watch?v=1rbq2oYgeeY","Shaan Tu Kahe Toh Haasil official","0.9","2025-09-02 22:09:29"
"Jubin Nautiyal","Wafa Na Raas Aayee","nan","Non-film","2021","Hindi","https://www.youtube.com/watch?v=dEYcVB-wG-0","Jubin Nautiyal Wafa Na Raas Aayee nan official","0.9249999999999999","2025-09-02 22:09:30"
"Sukhwinder Singh","Kar Har Maidaan Fateh (Solo Version)","Sanju","Film","2018","Hindi","https://www.youtube.com/watch?v=wrLx1uBuPCE","Sukhwinder Singh Kar Har Maidaan Fateh (Solo Version) Sanju official","0.9","2025-09-02 22:09:30"
"Pankaj Udhas","Chitthi Aayi Hai","Naam","Film","1990","Hindi","https://www.youtube.com/watch?v=fJN7nJ1bsI4","Pankaj Udhas Chitthi Aayi Hai Naam official","0.9999999999999999","2025-09-02 22:09:31"
"Javed Ali","Kunwara","nan","Non-film","2014","Hindi","https://www.youtube.com/watch?v=VBohr-rCJ3w","Javed Ali Kunwara nan official","0.7000000000000001","2025-09-02 22:09:31"
"Tulsi Kumar","Thodi Jagah (Female Version)","Marjaavaan","Film","2019","Hindi","https://www.youtube.com/watch?v=9J2zmKw60TI","Tulsi Kumar Thodi Jagah (Female Version) Marjaavaan official","0.85","2025-09-02 22:09:31"
"Udit Narayan","Tera Mera Saath Rahen (Male)","Tera Mera Saath Rahen","Film","2001","Hindi","https://www.youtube.com/watch?v=o_w-gxeCp3o","Udit Narayan Tera Mera Saath Rahen (Male) Tera Mera Saath Rahen official","0.7000000000000001","2025-09-02 22:09:31"
"Lata Mangeshkar","Solah Baras Ki Bali Umar","Ek Duuje Ke Liye","Film","1981","Hindi","https://www.youtube.com/watch?v=UZINNLJ1j-Q","Lata Mangeshkar Solah Baras Ki Bali Umar Ek Duuje Ke Liye official","0.78","2025-09-02 22:09:32"
"Jubin Nautiyal","Suna Hai","Sanak","Film","2021","Hindi","https://www.youtube.com/watch?v=c1sYSgynhYY","Jubin Nautiyal Suna Hai Sanak official","0.9999999999999999","2025-09-02 22:09:32"
"Sukhwinder Singh","Hoo'n Kardi","nan","Non-film","2020","Hindi","https://www.youtube.com/watch?v=KH7RkCRZ_fo","Sukhwinder Singh Hoo'n Kardi nan official","0.7000000000000001","2025-09-02 22:09:33"
"Shankar Mahadevan","Tere Jaisa","nan","Non-film","2012","Hindi","https://www.youtube.com/watch?v=keVYXbyFXI8","Shankar Mahadevan Tere Jaisa official 2012","0.85","2025-09-02 22:09:33"
"Pankaj Udhas","Niklo Na Benaqab","nan","Non-film","2006","Hindi","https://www.youtube.com/watch?v=rr3kViJNq0g","Pankaj Udhas Niklo Na Benaqab nan official","0.9","2025-09-02 22:09:33"
"Babul Supriyo","Beete Lamhein (Unplugged)","The Train","Film","2007","Hindi","https://www.youtube.com/watch?v=LnyNqBTq8-Y","Babul Supriyo Beete Lamhein (Unplugged) official 2007","0.5","2025-09-02 22:09:33"
"Rupankar Bagchi","O Jibon","Uma","Film","2018","Bengali","https://www.youtube.com/watch?v=BR7WbpezZUo","Rupankar Bagchi O Jibon official 2018","0.7000000000000001","2025-09-02 22:09:34"
"Udit Narayan","Rishta Tera Rishta Mera (Male)","Rishtey","Film","2002","Hindi","https://www.youtube.com/watch?v=dijiOneRts4","Udit Narayan Rishta Tera Rishta Mera (Male) Rishtey official","0.9400000000000001","2025-09-02 22:09:34"
"Javed Ali","Tere Ishq Mein","nan","Non-film","2018","Hindi","https://www.youtube.com/watch?v=xsWs0qWQlzE","Javed Ali Tere Ishq Mein nan official","0.7","2025-09-02 22:09:34"
"Tulsi Kumar","Phir Na Milen Kabhi (Reprise)","nan","Non-film","2020","Hindi","https://www.youtube.com/watch?v=l2nwRelRGak","Tulsi Kumar Phir Na Milen Kabhi (Reprise) nan official","0.88","2025-09-02 22:09:34"
"Shaan","Back To School","nan","Non-film","2020","Hindi","https://www.youtube.com/watch?v=X7UqaeBOfoM","Shaan Back To School official 2020","0.7999999999999999","2025-09-02 22:09:34"
"Lata Mangeshkar","Tujhse Naraz Nahin Zindagi","Masoom","Film","1983","Hindi","https://www.youtube.com/watch?v=T2V1lFQ62Is","Lata Mangeshkar Tujhse Naraz Nahin Zindagi Masoom official","0.9999999999999999","2025-09-02 22:09:34"
"Jubin Nautiyal","Udd Jaa Parindey","Radhe Shyam","Film","2022","Hindi","https://www.youtube.com/watch?v=hzM2-VvP-qQ","Jubin Nautiyal Udd Jaa Parindey Radhe Shyam official","0.9999999999999999","2025-09-02 22:09:35"
"Sukhwinder Singh","Bhairava","nan","Non-film","2021","Hindi","https://www.youtube.com/watch?v=PkY6koyxaQk","Sukhwinder Singh Bhairava nan official","0.7000000000000001","2025-09-02 22:09:36"
"Shankar Mahadevan","Man Mandira","Katyar Kaljat Ghusli","Film","2015","Hindi","https://www.youtube.com/watch?v=KrvEmATU2tU","Shankar Mahadevan Man Mandira Katyar Kaljat Ghusli official","0.9999999999999999","2025-09-02 22:09:36"
"Pankaj Udhas","Dukh Sukh Tha Ek Sabka","Bhavna","Film","1994","Hindi","https://www.youtube.com/watch?v=O_qjLDqIl4M","Pankaj Udhas Dukh Sukh Tha Ek Sabka Bhavna official","0.6000000000000001","2025-09-02 22:09:36"
"Babul Supriyo","Dhaaran","nan","Non-film","2011","Hindi","https://www.youtube.com/watch?v=LhCMOksOKK0","Babul Supriyo Dhaaran nan official","0.7000000000000001","2025-09-02 22:09:36"
"Udit Narayan","Meri Neend Chura Le","Kuch Dil Ne Kaha","Film","2002","Hindi","https://www.youtube.com/watch?v=Tbamp3yjsDQ","Udit Narayan Meri Neend Chura Le Kuch Dil Ne Kaha official","0.525","2025-09-02 22:09:36"
"Javed Ali","Guzar Gaya","nan","Non-film","2020","Hindi","https://www.youtube.com/watch?v=VBohr-rCJ3w","Javed Ali Guzar Gaya nan official","0.7000000000000001","2025-09-02 22:09:36"
"Shaan","Main Tujhko Yaad Karta Hoon","nan","Non-film","2021","Hindi","https://www.youtube.com/watch?v=Vcv57kAbDGo","Shaan Main Tujhko Yaad Karta Hoon nan official","0.9999999999999999","2025-09-02 22:09:36"
"Lata Mangeshkar","Sun Sahiba Sun","Ram Teri Ganga Maili","Film","1985","Hindi","https://www.youtube.com/watch?v=8ms_iTlEE4U","Lata Mangeshkar Sun Sahiba Sun Ram Teri Ganga Maili official","0.9999999999999999","2025-09-02 22:09:37"
"Tulsi Kumar","Tanhaai","nan","Non-film","2020","Hindi","https://www.youtube.com/watch?v=cHoe71UuMWU","Tulsi Kumar Tanhaai nan official","0.9999999999999999","2025-09-02 22:09:37"
"Jubin Nautiyal","Mere Ghar Ram Aaye Hain","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=pSSlULPgiGY","Jubin Nautiyal Mere Ghar Ram Aaye Hain nan official","0.9999999999999999","2025-09-02 22:09:37"
"Asif Akbar","Jani Tumi Ar Asbena","nan","Non-film","2014","Bengali","https://www.youtube.com/watch?v=r2EBYhL0Emw","Asif Akbar Jani Tumi Ar Asbena song","0.7000000000000001","2025-09-02 22:09:38"
